date,City,pm25,pm10,no,no2,nox,nh3,co,so2,o3,aqi_cpcb,temp,humidity,precip,wind_speed,solar_rad,city,day_of_year,month,day_of_week,week_of_year,quarter,year,is_weekend,month_sin,month_cos,doy_sin,doy_cos,season,season_code,aqi,aqi_category,pm25_7d_avg,pm25_7d_std,pm10_7d_avg,pm10_7d_std,no2_7d_avg,no2_7d_std,o3_7d_avg,o3_7d_std,pm25_lag1,pm25_lag3,pm25_lag7,pollution_index,city_code
2015-01-01,Mumbai,70.5,312.7,195.0,42.0,122.5,31.5,7.22,83.8,108.0,60.9,22.637335,64.860855,0.0,13.276144,13.53,Mumbai,1,1,3,1,1,2015,0,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,Winter,0,158.7,Unhealthy,70.5,0.0,312.7,0.0,42.0,0.0,108.0,0.0,237.7,233.2,236.0,39.17265929883709,0
2015-01-02,Mumbai,59.2,335.7,182.1,143.8,207.3,44.8,5.81,6.4,145.5,254.9,22.401917,72.52537,0.0,10.931203,16.29,Mumbai,2,1,4,1,1,2015,0,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,Winter,0,152.9,Unhealthy,64.85,7.99030662740798,324.2,16.263455967290593,92.9,71.98347032479055,126.75,26.516504294495533,70.5,233.2,236.0,43.76348884526296,0
2015-01-03,Mumbai,191.0,200.5,21.5,141.3,235.8,8.6,8.54,89.0,129.8,37.9,22.956083,73.98285,0.0,13.397612,16.23,Mumbai,3,1,5,1,1,2015,1,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,Winter,0,241.1,Very Unhealthy,106.89999999999999,73.0515571360392,282.96666666666664,72.33818724113378,109.03333333333335,58.066025637487314,127.76666666666667,18.832507356518764,59.2,233.2,236.0,58.013695979642485,0
2015-01-04,Mumbai,177.3,30.8,164.9,149.3,83.5,37.4,8.63,30.7,75.7,78.5,24.774832,65.191246,0.0,14.458382,16.95,Mumbai,4,1,6,1,1,2015,1,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,Winter,0,227.6,Very Unhealthy,124.5,69.25840502543114,219.92499999999998,139.2319976394315,119.10000000000001,51.50851062365002,114.75,30.235354581460868,191.0,70.5,236.0,45.306608374215116,0
2015-01-05,Mumbai,335.4,582.7,144.2,37.2,130.3,22.9,6.83,91.6,30.9,30.7,25.03525,61.36585,0.0,16.489416,18.17,Mumbai,5,1,0,2,1,2015,0,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,Winter,0,368.6,Hazardous,166.68,111.77346286127131,292.48,202.13931334601887,102.72,57.717995460687995,97.98,45.736167307722674,177.3,59.2,236.0,68.72870728081128,0
2015-01-06,Mumbai,162.6,202.8,35.6,49.4,58.0,9.5,9.6,23.7,60.1,496.9,24.476915,66.33168,0.0,15.459054,18.1,Mumbai,6,1,1,2,1,2015,0,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211,Winter,0,213.0,Very Unhealthy,166.0,99.98709916784264,277.53333333333336,184.46858449792114,93.83333333333333,56.026160556178276,91.66666666666667,43.7331300808285,335.4,191.0,236.0,38.397448402072186,0
2015-01-07,Mumbai,485.1,549.4,175.2,40.5,201.8,39.2,7.54,10.6,52.5,337.9,23.043585,63.998127,0.0,15.496736,18.8,Mumbai,7,1,2,2,1,2015,0,0.49999999999999994,0.8660254037844387,0.1202080448993527,0.9927487224577402,Winter,0,487.8,Hazardous,211.58571428571426,151.2533793404457,316.37142857142857,197.27138425939796,86.21428571428571,54.973855257792884,86.07142857142857,42.5789742433874,162.6,177.3,236.0,70.87370646107368,0
2015-01-08,Mumbai,97.0,302.5,14.6,148.8,105.5,43.7,1.8,32.9,141.4,106.1,23.883171,56.678196,0.0,14.277983,18.72,Mumbai,8,1,3,2,1,2015,0,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229,Winter,0,172.4,Unhealthy,215.37142857142857,147.41658335349877,314.91428571428565,197.3406819738514,101.47142857142858,55.47575188872205,90.84285714285716,47.079431359595425,485.1,335.4,70.5,44.33318898945271,0
2015-01-09,Mumbai,232.9,102.6,44.8,113.4,233.2,7.9,9.66,8.7,82.5,278.9,24.697752,50.890118,0.0,13.698934,18.83,Mumbai,9,1,4,2,1,2015,0,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976,Winter,0,282.7,Very Unhealthy,240.18571428571428,130.3823790314656,281.6142857142857,212.34529606728933,97.12857142857142,52.731891497957676,81.84285714285716,40.443452586826176,97.0,162.6,59.2,46.236662378808454,0
2015-01-10,Mumbai,308.7,415.3,23.9,97.4,51.7,10.6,4.86,29.6,87.9,15.9,24.083168,51.708675,0.0,14.982228,19.33,Mumbai,10,1,5,2,1,2015,1,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,Winter,0,347.3,Hazardous,257.0,130.57138532874143,312.3,214.18224327271702,90.85714285714286,49.08760390508847,75.85714285714286,34.88083796503256,232.9,485.1,191.0,59.737136803695954,0
